dataset,cell_id,n_cycles,q0,cycle_life,is_censored,capacity_normalized,Qdis_N,delta_Qdis,retention_ratio,slope_linear,variance_Qdis,range_Qdis,max_drop,std_diff,skewness_Qdis,slope_ratio,Qdis_cycle10,mean_diff,poly2_a,poly2_b,poly2_c,exp_decay_k,cycle_to_99pct,cycle_to_98pct,cycle_to_95pct,slope_first_quarter,slope_last_quarter,autocorr_lag1,knee_cycle,n_capacity_jumps,accel_mean,accel_std,accel_max_abs,linearity_r2,kurtosis_Qdis,fft_top3_energy_ratio,spectral_entropy,sample_entropy,pos_neg_diff_ratio,mad_Qdis
hust,hust_1-1,50,1.1861061777777748,1198.0,0,1,0.9932479789424111,-0.0073941993725944325,0.9926105459745405,-0.00013696475167146075,4.6711759514230124e-06,0.00790425770014488,0.0007782655320839691,0.0002850617074177375,0.5361768608892762,0.5234282896644398,0.9980547108786101,-0.00015404582026238398,1.0004591315293534,-0.0002371861237009574,1.9273340774897388e-06,0.0001375599445899818,50.0,50.0,50.0,-0.00027273831523892244,-0.00011371605247598453,-0.19362509248420137,28.0,0.0,1.6236252691790613e-05,0.00043388930529852026,0.0012699420501553506,0.9526754330160083,-0.5265378178162097,0.770616621084681,1.7655063866731688,0.6097655716208943,0.3333333333333333,0.0016072853736264817
hust,hust_1-1,100,1.1861061777777748,1198.0,0,1,0.9888646375259825,-0.011777540789023032,0.9882300176384176,-0.00010721484429739717,1.1446539160330572e-05,0.012025607394564142,0.0012871060559738112,0.00036903081864591344,0.3700246816924465,0.6514122233363289,0.9980547108786101,-0.00012017898764309217,0.9997255323933335,-0.00015948329256453087,5.124357673248093e-07,0.00010796953182652808,85.0,100.0,100.0,-0.00019661033205775827,-9.262407937160113e-05,-0.3562946118818263,28.0,0.0,5.146041346166608e-06,0.0006096123264169915,0.002571959175174239,0.9727562673696168,-0.7729406132744123,0.7834354252562254,1.7963793149161869,0.2119404466776351,0.48484848484848486,0.0021100111179858864
hust,hust_1-2,50,1.2184706111111079,1966.0,0,1,0.992301200352665,-0.008681345116106538,0.9913271763274943,-0.00015731892988008538,6.293683649457565e-06,0.008691722423797713,0.0009869612958800754,0.00027702460528602476,0.5291387820362191,0.5477365004840336,0.997973176392209,-0.00018086135658555285,1.0006317083547918,-0.0002670974950637145,2.111126253531105e-06,0.0001580777136952298,50.0,50.0,50.0,-0.00030620303388706287,-0.00012899630380498018,-0.2570621818224696,19.0,0.0,1.0737116185476854e-05,0.00044052510123003606,0.0009973659602696221,0.9583013767630683,-0.5366383373705559,0.7713410014424517,1.7617385316347989,0.7576857016975165,0.5,0.0016194048541074157
hust,hust_1-2,100,1.2184706111111079,1966.0,0,1,0.9877787117557371,-0.01320383371303448,0.9868091269195398,-0.00011754402410078164,1.4192550247578012e-05,0.01320383371303448,0.0012544847317929445,0.0003755010141945537,0.43523598135397384,0.6055035745807044,0.997973176392209,-0.0001347329970717804,0.9998198216585693,-0.0001839760427788788,6.512943007656586e-07,0.00011846335009750255,71.0,100.0,100.0,-0.0002248521332276432,-0.0001004200853016806,-0.44685303808215804,29.0,0.0,5.0855491747330136e-06,0.0006408423186925012,0.002506571193003991,0.968725110068419,-0.6982670462165874,0.7774008731125117,1.8104560331892339,0.23977861181874185,0.5076923076923077,0.0025594699293136447
hust,hust_1-3,50,1.1814099416666664,1513.0,0,1,1.019037702123804,0.020592560378516433,1.0206246287527831,0.00037160527630319506,4.1821663695385994e-05,0.021388478478063036,0.001291124417042449,0.0007047445057017793,-1.3014194802993,0.11230290751656936,1.0087919101013707,0.00042901167455242567,0.9977739571355825,0.0011405044934624433,-1.4786523406909445e-05,-0.0003654508168635694,50.0,50.0,50.0,0.0012166562704660493,1.1194029519918792e-05,0.03517239526175064,24.0,0.0,-3.288188497956938e-05,0.0009752599547907404,0.00336291914515821,0.7801768420110224,0.7634860528943186,0.8070423280784933,1.6600406111222945,0.14686024656457905,2.0,0.0020194961068378515
hust,hust_1-3,100,1.1814099416666664,1513.0,0,1,1.01540951613279,0.016964374387502566,1.0169907926617268,7.929930897871815e-05,2.4410341478243914e-05,0.02159508189718596,0.001785270325501977,0.0006644381028958573,-2.2524585927039227,-0.2345394321103404,1.0087919101013707,0.00017310586109696498,1.0034367856134172,0.0005657129110942564,-4.768760805054389e-06,-7.781278475101973e-05,100.0,100.0,100.0,0.0008105036307300656,-8.771252519616296e-05,0.0449203911141906,32.0,0.0,-1.0785741798319167e-05,0.0009186079467643774,0.00336291914515821,0.2485480737337865,5.031871955561659,0.7622616281145268,1.874740659911354,0.1797396987701333,1.1777777777777778,0.0017030545322076478
hust,hust_1-4,50,1.1830428041666665,1213.0,0,1,1.0192283370924657,0.020266081313561467,1.0202871341698088,0.00036730949588518634,3.9583142858674824e-05,0.020291777763337345,0.0012720470517302378,0.0006567073311028385,-1.2173251017136755,0.14605011145940966,1.0079971993687344,0.0004222100273658638,0.9979740897111498,0.0010678305934022877,-1.3471559567636496e-05,-0.00036149187234048075,50.0,50.0,50.0,0.0011316322546967715,2.6316451631251372e-05,0.1424819028943884,25.0,0.0,-8.036135434279633e-07,0.0008689655342451032,0.002555348040210342,0.8064630843036732,0.5268365306160314,0.8044846962082252,1.6610984167064438,0.1590646946296874,2.6923076923076925,0.00251007636183384
hust,hust_1-4,100,1.1830428041666665,1213.0,0,1,1.0145967445558943,0.015634488776990065,1.015650730231844,7.969655286297966e-05,2.3549978915018142e-05,0.020291777763337345,0.00128329394449564,0.0006018645423744237,-2.1426789970346793,-0.24988023091272246,1.0079971993687344,0.00015953559976520474,1.0029858883536167,0.0005628872429397972,-4.737163628204118e-06,-7.824145350850186e-05,100.0,100.0,100.0,0.0007704291212534185,-9.755927707612727e-05,0.13535175396559374,33.0,0.0,-5.25224542599979e-06,0.0007945381577683443,0.002570842454689118,0.2605756558964999,4.487594536735571,0.7787041768462224,1.7819764694885485,0.16888904658987974,1.0851063829787233,0.001586227474940692
hust,hust_1-5,50,1.17767274722222,1538.0,0,1,1.0190697123700354,0.02011259546544295,1.0201335924486574,0.00037132349805194106,4.1372971239197475e-05,0.02139957580038066,0.0020925686842324857,0.0007845494814298218,-1.2812924152572296,0.1316168865601813,1.0082962445502417,0.00041901240553006143,0.9979657198742046,0.0011172818313055233,-1.4345352562569033e-05,-0.00036520816056230835,50.0,50.0,50.0,0.001185094459588049,3.281312540720518e-05,-0.058496816963371556,24.0,0.0,-1.1038118026246964e-05,0.0011518661069902616,0.0034140143568320174,0.7849514130236558,0.6726798462905736,0.8123592417276759,1.6584073769150771,0.3263965846324714,2.2,0.001978558517161341
hust,hust_1-5,100,1.17767274722222,1538.0,0,1,1.0149323575645566,0.01597524065996417,1.0159919183612862,7.880197769488282e-05,2.397589411339506e-05,0.021400427291408255,0.0020925686842324857,0.0006943070423843415,-2.24456874520797,-0.22635845368401097,1.0082962445502417,0.00016301265979555272,1.0035106135909224,0.000559339737367364,-4.711154506592988e-06,-7.733171092974049e-05,100.0,100.0,100.0,0.0008117395151460439,-8.666027218686264e-05,-0.017159387344083874,24.0,0.0,-1.3433385265122725e-05,0.0009900134592551798,0.0034140143568320174,0.2490972178902724,4.938380744068884,0.7602900477658633,1.8677742143175342,0.2800226522620526,1.3902439024390243,0.0015552802044805664
hust,hust_1-6,50,1.2144939222222186,829.0,0,1,0.9865453811840562,-0.015203401640007464,0.984823139393145,-0.00027421087098993815,1.89352979256832e-05,0.015203401640007464,0.0017590157100008746,0.000457886085938119,0.4838417047633019,0.5650751065001386,0.9962093241526039,-0.00031673753416682214,1.0010327817900226,-0.0004508260285892164,3.396445338447432e-06,0.00027649293446127576,35.0,50.0,50.0,-0.0005249815627590681,-0.00021874596652338163,-0.42006266450029767,21.0,0.0,3.1688524240716266e-05,0.0007585528191263312,0.003012091373807959,0.9645450914908916,-0.6180928518440956,0.7758620376733747,1.7448920580140348,0.18759861389479837,0.17073170731707318,0.0030345790212228233
hust,hust_1-6,100,1.2144939222222186,829.0,0,1,0.9780064015324226,-0.023742381291641034,0.976299066493789,-0.00020959157799384275,4.470227581774287e-05,0.023742381291641034,0.0017590157100008746,0.00038033387559710183,0.4229624446844662,0.5991618788725963,0.9962093241526039,-0.00024226919685347992,0.9998638055771386,-0.00032741804353146007,1.1551614268393135e-06,0.00021248875370110103,35.0,89.0,100.0,-0.0003822346859087291,-0.00015556205795360552,-0.3617884715912406,28.0,0.0,1.0266557139898769e-05,0.0006172259611174463,0.003012091373807959,0.9746713411225848,-0.7895616422205602,0.7913752819803737,1.759239455854654,0.08759805931798588,0.3611111111111111,0.004544041769277351
hust,hust_1-7,50,1.2006834625000027,1321.0,0,1,0.9930111298311167,-0.007739994447817341,0.9922658148863992,-0.00014454010295095738,5.43640573092043e-06,0.007749000892252331,0.0017850944068733246,0.0005723456974998461,0.575690810201161,0.44217245182667086,0.9982072028043395,-0.00016124988432952796,1.0007543761169087,-0.00027282006473021674,2.466922341908793e-06,0.0001452038619243905,50.0,50.0,50.0,-0.0002890940547626217,-4.526728481045593e-05,-0.45462875748762305,24.0,0.0,-1.6502667459278147e-05,0.0009716936189134343,0.003067331698546205,0.9228335655944193,-0.6590921043909086,0.7946766252422812,1.659631233351856,0.587786664902119,0.45454545454545453,0.0015268780486120863
hust,hust_1-7,100,1.2006834625000027,1321.0,0,1,0.9884288692967811,-0.012322254982152989,0.9876869936158887,-0.00011019046690034148,1.233679567157145e-05,0.012335691773643876,0.0017850944068733246,0.0004309614795237923,0.45178271996649955,0.6079824739020023,0.9982072028043395,-0.000125737295736255,0.9998263516597846,-0.0001728607986754515,6.144150174030876e-07,0.00011099956975889408,78.0,100.0,100.0,-0.00021841108257899042,-7.822581166414127e-05,-0.38441144862543064,24.0,0.0,5.159790325744081e-06,0.0007196643306712178,0.003067331698546205,0.9650704842713136,-0.6998534326134349,0.7835022476286354,1.81182337305455,0.18150222041055225,0.6065573770491803,0.0025578186520208834
hust,hust_1-8,50,1.2073721305555563,1733.0,0,1,0.9930522824378124,-0.0076947854015561755,0.9923109588338147,-0.00013753053342955074,4.933354431052783e-06,0.007706880080079596,0.0017600874674638285,0.000484915891109934,0.5879148493232559,0.48941614172950687,0.9982215968133573,-0.00016030802919908698,1.0004456653334262,-0.0002498961440834401,2.160877127959036e-06,0.0001381527117145592,50.0,50.0,50.0,-0.00029251296257102265,-9.886197185377802e-05,-0.3611751529765349,15.0,0.0,1.0927058585177635e-05,0.0008065443109347531,0.0030108410353017817,0.9258211110258889,-0.47760183428963243,0.7585727617329103,1.8250115129029467,0.7576857016975165,0.5483870967741935,0.0015820884018302285
hust,hust_1-8,100,1.2073721305555563,1733.0,0,1,0.9907322253888458,-0.010014842450522745,0.9899926337309736,-9.762697130719805e-05,9.91985175426285e-06,0.011277750514582534,0.0017600874674638285,0.0004385661362838967,0.5557656596317551,0.5242265695605444,0.9982215968133573,-0.00010219226990329333,0.9996794148186731,-0.00016897880716195706,6.995278024976664e-07,9.831550656645531e-05,88.0,100.0,100.0,-0.00021095304592238018,-5.787705942705385e-05,-0.3173607216225239,60.0,0.0,1.8218877124592312e-05,0.000700554777521387,0.0030108410353017817,0.9473717437088932,-0.5431481183961462,0.7838874213401437,1.7907894141333165,0.1860184186752808,0.5806451612903226,0.002113559451305158
hust,hust_10-1,50,1.1930780666666705,1378.0,0,1,0.9947892717758801,-0.006755935389757619,0.9932544878239926,-0.0001366121606451959,4.902395631917445e-06,0.008775918230405681,0.002049118495794259,0.00064438135344062,0.550717993325755,0.47290696898691204,0.9982107788122191,-0.00014074865395328372,1.0008466482860778,-0.000260202265014744,2.3767327763376696e-06,0.00013719049688133678,50.0,50.0,50.0,-0.00028898652037437204,-3.29495887338665e-05,-0.46848582723589877,25.0,0.0,5.4612201167525134e-05,0.0010824077131685265,0.003334731025237674,0.9083834666618591,-0.35144331424665465,0.7810539340804081,1.6988637702422222,1.55814461804655,0.5,0.0015244764741408935
hust,hust_10-1,100,1.1930780666666705,1378.0,0,1,0.9893967541995398,-0.012148452966097883,0.9878702899487903,-0.0001013096435089589,1.0498827863936878e-05,0.012148452966097883,0.002049118495794259,0.0005697199977477437,0.47481401135458795,0.5909239421973834,0.9982107788122191,-0.000123963805776509,0.9999362032454625,-0.00016330233411382533,6.077714765183933e-07,0.000101994079044255,87.0,100.0,100.0,-0.0002084374266266218,-8.121248698100776e-05,-0.4303011055736949,42.0,0.0,5.341377559789981e-06,0.0009590327149698758,0.003334731025237674,0.9525207615833446,-0.6165365208021858,0.7717467392173409,1.8644735489947126,0.34850607618493656,0.6065573770491803,0.002162853253172945
hust,hust_10-2,50,1.2106780430555522,1375.0,0,1,1.0075456282050275,0.009578477816042383,1.0095979890844191,0.00011759575204264317,9.037534627206434e-06,0.012356796973058888,0.0012643810153443707,0.000835908714478139,-2.056133403288908,-0.14597249036786766,1.0065463282156593,0.00019955162116754962,0.999540074935471,0.000665561019503814,-1.0537793605022754e-05,-0.0001165125889948431,50.0,50.0,50.0,0.0009209457140580714,-3.5779362247314946e-05,-0.19130815867673243,15.0,0.0,-4.3200788321004605e-05,0.0012846770586135842,0.003538471705647822,0.3705031930289303,4.032860242297607,0.7564379596896916,1.8563885565034024,0.5963796286249509,1.5263157894736843,0.0005174855007281851
hust,hust_10-2,100,1.2106780430555522,1375.0,0,1,1.0014914931892192,0.003524342800234206,1.0035315218530594,-4.921421128064702e-05,9.534390802629197e-06,0.012356796973058888,0.0012670700502825738,0.0006835922539078367,-0.5117366579492695,-1.0953063949216089,1.0065463282156593,3.596268163504292e-05,1.00388542390388,0.00021805079928000166,-2.6202452015749976e-06,4.8835087005850105e-05,100.0,100.0,100.0,0.00044833660919244814,-0.00012169599500649884,-0.19666135040730023,25.0,0.0,-1.5740874044518814e-05,0.001052024192747791,0.003538471705647822,0.25116643731905175,-0.6272476280905099,0.9261653086925257,0.9780345537865053,0.48336024631081104,1.0416666666666667,0.0020370059137356624
