cell_id,observed_cycles,q0,min_q_valid,min_retention,min_retention_pct,eol_90,eol_85,eol_80,reaches_90pct,reaches_85pct,reaches_80pct,dchg_rate_1,dchg_rate_2,dchg_rate_3
1-1,1504,1.1861061777777748,0.894156930555546,0.7538590956762325,75.38590956762326,998.0,1198.0,1359.0,True,True,True,5,1,1
1-2,2678,1.2184706111111079,0.8953392861111098,0.7348058114382104,73.48058114382104,1538.0,1966.0,2267.0,True,True,True,5,1,2
1-3,1858,1.1814099416666664,0.8972882944444424,0.7595063007330027,75.95063007330027,1307.0,1513.0,1701.0,True,True,True,5,1,3
1-4,1500,1.1830428041666665,0.8985569166666632,0.7595303513126942,75.95303513126942,1066.0,1213.0,1364.0,True,True,True,5,1,4
1-5,1971,1.17767274722222,0.9002866805555543,0.764462523803037,76.4462523803037,1216.0,1538.0,1813.0,True,True,True,5,1,5
1-6,1143,1.2144939222222186,0.8958494166666624,0.7376318648243897,73.76318648243897,637.0,829.0,977.0,True,True,True,5,2,1
1-7,1678,1.2006834625000025,0.897299399999999,0.747323860138531,74.7323860138531,1097.0,1321.0,1495.0,True,True,True,5,2,2
1-8,2285,1.207372130555556,0.8984788472222206,0.744160664706413,74.4160664706413,1388.0,1733.0,1997.0,True,True,True,5,2,3
10-1,1702,1.1930780666666703,0.9000648916666668,0.7544056980121592,75.44056980121591,1160.0,1378.0,1551.0,True,True,True,3,5,3
10-2,1697,1.2106780430555522,0.9014291972222213,0.7445655782665078,74.45655782665078,1124.0,1375.0,1543.0,True,True,True,3,5,4
10-3,1848,1.203396326388892,0.9030849666666678,0.7504468368925575,75.04468368925575,1213.0,1477.0,1680.0,True,True,True,3,5,5
10-4,1811,1.1956428847222211,0.8940275999999961,0.747737983827589,74.77379838275891,1278.0,1489.0,1652.0,True,True,True,2,4,1
10-5,2030,1.1988681694444463,0.8974090749999988,0.7485469193963643,74.85469193963642,1399.0,1657.0,1851.0,True,True,True,2,5,2
10-6,2285,1.2455158736111112,0.8956641027777777,0.719110949731205,71.9110949731205,1366.0,1659.0,1896.0,True,True,True,2,3,3
10-7,1783,1.1974586652777788,0.8958517888888885,0.7481275261230621,74.81275261230621,1209.0,1435.0,1616.0,True,True,True,2,2,4
10-8,1400,1.2000208749999963,0.8956434388888858,0.746356548913275,74.63565489132749,913.0,1093.0,1250.0,True,True,True,2,1,5
2-2,2651,1.24072307638889,0.9014566194444471,0.7265574700747294,72.65574700747294,1614.0,2021.0,2310.0,True,True,True,5,2,5
2-3,1751,1.184623612499995,0.8972454555555488,0.7574097342716547,75.74097342716547,1238.0,1413.0,1589.0,True,True,True,5,3,1
2-4,1499,1.2005033958333386,0.8988394777777792,0.7487188132057243,74.87188132057243,945.0,1165.0,1336.0,True,True,True,5,3,2
2-5,1386,1.180009193055556,0.9001376583333324,0.7628225810703094,76.28225810703094,903.0,1092.0,1263.0,True,True,True,5,3,3
2-6,1572,1.1967649652777799,0.9024578694444424,0.7540811233849696,75.40811233849696,1118.0,1297.0,1443.0,True,True,True,5,3,4
2-7,2202,1.2059374958333369,0.9031726305555559,0.7489381777050046,74.89381777050046,1496.0,1789.0,2013.0,True,True,True,5,3,5
2-8,1481,1.1950424499999959,0.8983831722222193,0.7517583766352588,75.17583766352588,1003.0,1192.0,1340.0,True,True,True,5,4,1
3-1,1938,1.2035349777777749,0.9001273333333328,0.7479029275869834,74.79029275869834,1303.0,1571.0,1759.0,True,True,True,5,4,2
3-2,2283,1.2091060402777787,0.9014021333333317,0.7455112316916758,74.55112316916758,1425.0,1773.0,2035.0,True,True,True,5,4,3
3-3,1649,1.1979589902777803,0.9030804499999973,0.7538492196553346,75.38492196553347,1136.0,1360.0,1518.0,True,True,True,5,4,4
3-4,1766,1.1962098694444467,0.9050163499999996,0.7565698738301787,75.65698738301788,1128.0,1396.0,1614.0,True,True,True,5,4,5
3-5,2657,1.2467244138888889,0.9000735333333335,0.7219506759523121,72.19506759523121,1503.0,1879.0,2169.0,True,True,True,5,5,1
3-6,2491,1.2019803486111114,0.9013989999999978,0.7499282338863232,74.99282338863232,1627.0,1979.0,2242.0,True,True,True,5,5,2
3-7,2479,1.1924220430555554,0.9022335416666667,0.7566394356101578,75.66394356101578,1547.0,1870.0,2185.0,True,True,True,5,5,3
3-8,2342,1.2243847208333378,0.9045539305555578,0.7387824391829249,73.87824391829248,1495.0,1856.0,2098.0,True,True,True,5,5,4
4-1,2217,1.2065176291666675,0.9063379833333359,0.7512016081848192,75.12016081848192,1351.0,1762.0,2022.0,True,True,True,5,5,5
4-2,1782,1.1927315583333296,0.8919022027777752,0.747781172172622,74.77811721726219,1235.0,1453.0,1621.0,True,True,True,4,1,1
4-3,1142,1.1877219013888873,0.8938699527777767,0.7525919592225345,75.25919592225345,786.0,931.0,1047.0,True,True,True,4,1,2
4-4,1491,1.1849050638888858,0.8955710777777767,0.7558167359319841,75.5816735931984,1004.0,1204.0,1362.0,True,True,True,4,1,3
4-5,1561,1.2094567652777761,0.8968571472222185,0.7415371702156193,74.15371702156193,1018.0,1220.0,1385.0,True,True,True,4,1,4
4-6,1380,1.1869319222222212,0.8988333555555543,0.7572745653960699,75.72745653960699,891.0,1089.0,1258.0,True,True,True,4,1,5
4-7,2216,1.2395955555555507,0.8942483333333284,0.7214033071718722,72.14033071718721,1302.0,1579.0,1823.0,True,True,True,4,2,1
4-8,1706,1.1976448194444465,0.8951480750000034,0.747423660560096,74.7423660560096,1194.0,1389.0,1545.0,True,True,True,4,2,2
5-1,2507,1.2199323388888867,0.8971606861111111,0.7354183978172464,73.54183978172463,1422.0,1832.0,2128.0,True,True,True,4,2,3
5-2,1926,1.1872156666666625,0.8984316416666667,0.7567552104405657,75.67552104405657,1349.0,1574.0,1765.0,True,True,True,4,2,4
5-3,2689,1.2191579458333368,0.8998762361111116,0.7381129239132465,73.81129239132464,1576.0,2024.0,2336.0,True,True,True,4,2,5
5-4,1962,1.193135518055549,0.8954102499999974,0.7504681877706952,75.04681877706952,1284.0,1520.0,1731.0,True,True,True,4,3,1
5-5,1583,1.1880678513888938,0.8973664333333358,0.7553158115374322,75.53158115374322,1038.0,1242.0,1426.0,True,True,True,4,3,2
5-6,2460,1.2191474624999978,0.8986753694444433,0.7371342656134552,73.71342656134551,1423.0,1807.0,2095.0,True,True,True,4,3,3
5-7,1448,1.1954073708333341,0.9001023333333318,0.7529670263835321,75.29670263835321,971.0,1171.0,1322.0,True,True,True,4,3,4
6-1,1609,1.1894507750000036,0.8969570166666667,0.754093431623233,75.4093431623233,1024.0,1255.0,1437.0,True,True,True,4,4,1
6-2,1908,1.2003380722222199,0.8993669333333334,0.7492613574010111,74.9261357401011,1259.0,1496.0,1707.0,True,True,True,4,4,2
6-3,1804,1.1994061041666613,0.9002070222222218,0.7505439726335886,75.05439726335887,1229.0,1437.0,1615.0,True,True,True,4,4,3
6-4,1717,1.1979294097222197,0.9019113722222204,0.7528919190917592,75.28919190917593,1080.0,1332.0,1538.0,True,True,True,4,4,4
6-5,2178,1.206994804166663,0.9035255638888878,0.748574526393842,74.8574526393842,1355.0,1686.0,1938.0,True,True,True,4,4,5
6-6,2468,1.1879540763888925,0.8986782333333369,0.7564924025220843,75.64924025220843,1575.0,1924.0,2221.0,True,True,True,4,5,1
6-8,2450,1.2263807347222215,0.9017547833333337,0.7352975774995222,73.52975774995222,1328.0,1700.0,2020.0,True,True,True,4,5,3
7-1,1690,1.203990197222223,0.9030789777777773,0.7500717031262458,75.00717031262458,1062.0,1308.0,1512.0,True,True,True,4,5,4
7-2,2030,1.2175419527777804,0.9047407611111123,0.7430879560634253,74.30879560634253,1305.0,1637.0,1854.0,True,True,True,4,5,5
7-3,1295,1.1798374208333327,0.8907700638888857,0.7549939069229764,75.49939069229764,905.0,1063.0,1185.0,True,True,True,3,1,1
7-4,1393,1.18298699861111,0.8930452499999995,0.7549070708710091,75.4907070871009,980.0,1148.0,1280.0,True,True,True,3,1,2
7-5,1873,1.2011737791666643,0.8948648694444422,0.7449920111187164,74.49920111187164,1279.0,1528.0,1706.0,True,True,True,3,1,3
7-6,1419,1.187919912499998,0.8952503027777746,0.7536285008420348,75.36285008420349,988.0,1162.0,1303.0,True,True,True,3,1,4
7-7,1685,1.1895763124999994,0.8962674777777763,0.7534342003618004,75.34342003618005,1144.0,1367.0,1540.0,True,True,True,3,1,5
7-8,1938,1.1950979111111093,0.8926889277777721,0.7469588219326894,74.69588219326894,1324.0,1566.0,1757.0,True,True,True,3,2,1
8-1,1308,1.1881386708333326,0.8938331194444452,0.7522969678425934,75.22969678425933,900.0,1062.0,1190.0,True,True,True,3,2,2
8-2,2041,1.2144086416666706,0.895865755555559,0.7376971184312893,73.76971184312893,1288.0,1564.0,1774.0,True,True,True,3,2,3
8-3,2290,1.1992952000000008,0.8969624277777767,0.7479079610906273,74.79079610906273,1536.0,1844.0,2080.0,True,True,True,3,2,4
8-4,1885,1.195547411111113,0.8988510194444463,0.7518321825556677,75.18321825556677,1278.0,1517.0,1707.0,True,True,True,3,2,5
8-5,1348,1.1841860694444444,0.8939790138888885,0.7549312029217627,75.49312029217627,920.0,1089.0,1226.0,True,True,True,3,3,1
8-6,2365,1.233899531944447,0.8953930638888895,0.7256612395969384,72.56612395969384,1418.0,1746.0,1988.0,True,True,True,3,3,2
8-7,2047,1.1966496361111143,0.8970163638888897,0.749606515407487,74.9606515407487,1341.0,1593.0,1808.0,True,True,True,3,3,3
8-8,1679,1.2044319902777803,0.8988792694444444,0.7463096934490542,74.63096934490542,1142.0,1351.0,1517.0,True,True,True,3,3,4
9-1,2057,1.2191034500000004,0.9000240944444451,0.7382672032012089,73.82672032012088,1333.0,1647.0,1853.0,True,True,True,3,3,5
9-2,2143,1.206988326388887,0.8954665333333278,0.7419015691828754,74.19015691828754,1391.0,1679.0,1913.0,True,True,True,3,4,1
9-3,1905,1.210557016666667,0.8970209694444432,0.7409985296805252,74.09985296805252,1270.0,1526.0,1713.0,True,True,True,3,4,2
9-4,1975,1.2134471624999998,0.8989499333333336,0.7408233016765852,74.08233016765851,1315.0,1589.0,1778.0,True,True,True,3,4,3
9-5,2168,1.2065258472222227,0.9000312472222199,0.7459693045899983,74.59693045899984,1416.0,1719.0,1951.0,True,True,True,3,4,4
9-6,1742,1.2147565486111116,0.9016055361111107,0.7422108875576418,74.22108875576417,1122.0,1381.0,1562.0,True,True,True,3,4,5
9-7,2012,1.2036946180555539,0.8970069611111059,0.7452114079899512,74.52114079899512,1344.0,1617.0,1816.0,True,True,True,3,5,1
9-8,2308,1.1951669722222242,0.8987457000000004,0.7519833804718723,75.19833804718724,1533.0,1839.0,2091.0,True,True,True,3,5,2
