dataset,cell_id,n_cycles,delay_dim,rank,observable,mode_rank_by_amplitude,eig_real,eig_imag,eig_abs,eig_angle,decay_rate,coefficient_real,coefficient_imag,coefficient_abs,coefficient_fraction,q0,cycle_life,is_censored
matr,matr_b1c0,100,12,4,retention,1,0.9994533390149107,0.0,0.9994533390149107,0.0,0.0005468104586823107,3.596883742059367,-1.2957666804262408e-18,3.596883742059367,0.9828994702406744,1.072205,1717.0,0
matr,matr_b1c0,100,12,4,retention,2,0.15696280168089483,0.6240797112060826,0.6435159726460435,1.3243962190270704,0.44080843073723125,-0.026450498272407055,-0.005548191278741508,0.027026122276865985,0.007385271021682308,1.072205,1717.0,0
matr,matr_b1c0,100,12,4,retention,3,0.15696280168089483,-0.6240797112060826,0.6435159726460435,-1.3243962190270704,0.44080843073723125,-0.026450498272407048,0.005548191278741512,0.02702612227686598,0.007385271021682307,1.072205,1717.0,0
matr,matr_b1c0,100,12,4,retention,4,-0.9230639049078778,0.0,0.9230639049078778,3.141592653589793,0.0800568107894506,-0.008526502645995965,-1.200218839232279e-18,0.008526502645995965,0.002329987715687703,1.072205,1717.0,0
matr,matr_b1c1,100,12,4,retention,1,0.9999826936801053,0.0,0.9999826936801053,0.0,1.7306469650798506e-05,-3.479931385993071,-7.149673958394375e-19,3.479931385993071,0.9955579869538326,1.0769552999999998,2066.0,0
matr,matr_b1c1,100,12,4,retention,2,0.8016369601528094,0.0,0.8016369601528094,0.0,0.2210994417394151,0.013634670294481899,1.3908272219452937e-18,0.013634670294481899,0.0039006817679768605,1.0769552999999998,2066.0,0
matr,matr_b1c1,100,12,4,retention,3,0.7257377264300344,0.513745852161161,0.8891738008829505,0.6160047579475123,0.11746256102054635,-0.0009089451865356965,0.0002625351317019759,0.0009461004426085985,0.0002706656389521761,1.0769552999999998,2066.0,0
matr,matr_b1c1,100,12,4,retention,4,0.7257377264300344,-0.513745852161161,0.8891738008829505,-0.6160047579475123,0.11746256102054635,-0.0009089451865356955,-0.00026253513170197603,0.0009461004426085975,0.00027066563895217585,1.0769552999999998,2066.0,0
matr,matr_b1c10,100,12,4,retention,1,1.000012061905344,0.0,1.000012061905344,0.0,-1.2061832599889824e-05,3.4740213715290458,8.954782473490532e-21,3.4740213715290458,0.9979516067818521,1.07650055,,1
matr,matr_b1c10,100,12,4,retention,2,0.754186719745799,0.0,0.754186719745799,0.0,0.28211530271147933,-0.006773829048392727,-2.0614790232690135e-20,0.006773829048392727,0.0019458583756304872,1.07650055,,1
matr,matr_b1c10,100,12,4,retention,3,-0.9136108123742817,0.2891211644999423,0.9582670631139305,2.83510428932351,0.04262876834316334,-0.00012185632892678435,0.00013039350567355134,0.00017846969272498656,5.126742111502139e-05,1.07650055,,1
matr,matr_b1c10,100,12,4,retention,4,-0.9136108123742817,-0.2891211644999423,0.9582670631139305,-2.83510428932351,0.04262876834316334,-0.00012185632892678443,-0.0001303935056735512,0.00017846969272498653,5.126742111502138e-05,1.07650055,,1
matr,matr_b1c11,100,12,4,retention,1,1.000013825826504,0.0,1.000013825826504,0.0,-1.382573092825192e-05,3.471773812023734,1.640854335934224e-21,3.471773812023734,0.9983639030978505,1.0554555,771.0,0
matr,matr_b1c11,100,12,4,retention,2,0.6412022209167639,0.0,0.6412022209167639,0.0,0.44441039456470915,0.005332889679002225,1.800036575684919e-20,0.005332889679002225,0.0015335574386441356,1.0554555,771.0,0
matr,matr_b1c11,100,12,4,retention,3,-0.7855097971353817,0.5299706176988855,0.9475729507641123,2.5480603475131764,0.053851352098472444,2.4873915149513052e-05,-0.00017654494170228592,0.00017828860898983062,5.126973160881628e-05,1.0554555,771.0,0
matr,matr_b1c11,100,12,4,retention,4,-0.7855097971353817,-0.5299706176988855,0.9475729507641123,-2.5480603475131764,0.053851352098472444,2.487391514951316e-05,0.00017654494170228575,0.00017828860898983046,5.126973160881623e-05,1.0554555,771.0,0
matr,matr_b1c12,100,12,4,retention,1,0.9999955076498837,0.0,0.9999955076498837,0.0,4.4923602069824145e-06,-3.474984527538718,-9.865171802898072e-20,3.474984527538718,0.9970972386297146,1.0790143,897.0,0
matr,matr_b1c12,100,12,4,retention,2,0.8334651023228294,0.0,0.8334651023228294,0.0,0.18216344650664956,-0.009566491734877223,5.3617554230003224e-20,0.009566491734877223,0.0027449683348593806,1.0790143,897.0,0
matr,matr_b1c12,100,12,4,retention,3,0.8052334191060622,-0.4583143754633613,0.9265273476814433,-0.5174415331347181,0.07631171649704875,0.00021416601580186007,-0.00017244477207094613,0.00027496232785427743,7.889651756949976e-05,1.0790143,897.0,0
matr,matr_b1c12,100,12,4,retention,4,0.8052334191060622,0.4583143754633613,0.9265273476814433,0.5174415331347181,0.07631171649704875,0.0002141660158018603,0.00017244477207094505,0.0002749623278542769,7.88965175694996e-05,1.0790143,897.0,0
