dataset,cell_id,n_cycles,q0,cycle_life,is_censored,capacity_normalized,Qdis_N,delta_Qdis,retention_ratio,slope_linear,variance_Qdis,range_Qdis,max_drop,std_diff,skewness_Qdis,slope_ratio,Qdis_cycle10,mean_diff,poly2_a,poly2_b,poly2_c,exp_decay_k,cycle_to_99pct,cycle_to_98pct,cycle_to_95pct,slope_first_quarter,slope_last_quarter,autocorr_lag1,knee_cycle,n_capacity_jumps,accel_mean,accel_std,accel_max_abs,linearity_r2,kurtosis_Qdis,fft_top3_energy_ratio,spectral_entropy,sample_entropy,pos_neg_diff_ratio,mad_Qdis
luh,luh_P017_1_S01_C08,50,2.937356866986508,139.0,0,0,2.7304673733092355,-0.21627784949726747,0.9266044964378417,-0.004354945783492038,0.0038769572063687627,0.21627784949726747,0.0062589038799969465,0.0013604480283000197,0.3897363037903011,0.5813139209633043,2.89667399176653,-0.004505788531193072,2.95914475173506,-0.0068607212811331,4.818799033925004e-05,0.0015467615074794335,9.0,13.0,33.0,-0.0062589038799966586,-0.003434591611621015,0.9459992653198385,20.0,0.0,6.0091750390968924e-05,0.0003327570597120263,0.002244480959677997,0.9783730780417308,-0.9642655826622941,0.8210476827852833,1.5825587773768797,0.02955880224154439,0.0,0.04808428256269437
luh,luh_P017_1_S01_C08,100,2.937356866986508,139.0,0,0,2.5810232743580586,-0.3657219484484444,0.8758895252911861,-0.003587390115339114,0.010648361815436443,0.3657219484484444,0.0062589038799969465,0.0012900179471991794,0.29336392600013583,0.7019412705753695,2.89667399176653,-0.0037318566168208613,2.942643050743037,-0.005048980672425651,1.432931918712295e-05,0.0013162414524901537,9.0,13.0,33.0,-0.005908325068027852,-0.0023600720649383875,0.9538913555221841,21.0,0.0,4.216754943016648e-05,0.0002494804122414537,0.002244480959677997,0.9870047541457884,-0.982088696369861,0.814742243488198,1.6563381082037425,0.016498999380035077,0.0,0.0858647902905254
luh,luh_P017_2_S04_C07,50,2.9376163001957067,127.0,0,0,2.716879888716469,-0.23064996549751093,0.921748047719429,-0.004650314855603453,0.004414035034178032,0.23064996549751093,0.006609036012182212,0.001400239021853608,0.37583597544280584,0.5922117480776552,2.894657566116524,-0.0048052076145314775,2.9606485673266016,-0.00723170672674481,4.9642151368101786e-05,0.001655823234852404,8.0,13.0,31.0,-0.006609036012181892,-0.003701394025237847,0.9468391083873882,20.0,0.0,6.186472312647845e-05,0.00033751555995383345,0.002262145465842913,0.9798485099823719,-0.9762046537104929,0.8212777377411127,1.5808026153329502,0.025317807984289897,0.0,0.05181951635332904
luh,luh_P017_2_S04_C07,100,2.9376163001957067,127.0,0,0,2.55701480432767,-0.3905150498863099,0.8675110790386044,-0.0038471769533718063,0.012241068892509713,0.3905150498863099,0.006609036012182212,0.0013558793176897037,0.28807369823722623,0.7037102160326103,2.894657566116524,-0.003984847447819489,2.944067455115803,-0.005399316336844058,1.5217052779139778e-05,0.001418779696218817,8.0,13.0,31.0,-0.006250119213697969,-0.0024863336344857607,0.9541028041012484,21.0,0.0,4.4639178849831664e-05,0.00025982949852288643,0.002262145465842913,0.9874379454190979,-0.9972583795639989,0.8164341982388332,1.6471459599271328,0.01834913866819654,0.0,0.09253485063094491
luh,luh_P017_3_S05_C05,50,2.9351541823191876,126.0,0,0,2.7132269036967274,-0.2316877434507294,0.9213261601061511,-0.004687288167495393,0.004473915050583724,0.2316877434507294,0.0065069765521799106,0.0013152443867947667,0.35284248764241877,0.608734941531374,2.8928588347300197,-0.004826827988556863,2.958173352713224,-0.0071389540524896145,4.7147420865272064e-05,0.0016700843013090958,9.0,13.0,31.0,-0.00650697655217966,-0.003774092636819283,0.9538323211327151,21.0,0.0,5.814646628426421e-05,0.00027586936897162944,0.0013934975084426426,0.9821675251646157,-1.0011771816537707,0.8220530821764646,1.5745320797185185,0.025317807984289897,0.0,0.05283729691546979
luh,luh_P017_3_S05_C05,100,2.9351541823191876,126.0,0,0,2.5534777317534796,-0.3914369153939772,0.8670803869398606,-0.003876365399670537,0.012430959532270799,0.3914369153939772,0.0065069765521799106,0.0013293752943882356,0.2933137208656298,0.6918348595764222,2.8928588347300197,-0.003994254238714053,2.9435205355722713,-0.005495062354313688,1.5869577986697742e-05,0.001431445525575404,9.0,13.0,31.0,-0.006199894862819834,-0.0024096328958195766,0.9575635573658134,21.0,0.0,4.306092436525413e-05,0.00023672875152674954,0.0013934975084426426,0.9871646472194251,-1.016696082700937,0.8181996647910237,1.6325883253597888,0.018090945649039073,0.0,0.09435231592048154
luh,luh_P018_1_S01_C06,50,2.935897061389203,109.0,0,0,2.6929789035637466,-0.25334059260938435,0.9140145551293947,-0.005329160494863196,0.005836470924283083,0.25334059260938435,0.006948289855952083,0.0017578697797629307,0.4048454832330841,0.49672965175076295,2.890733177325515,-0.005277929012695508,2.9695703394853785,-0.00884651357348326,6.764140535807757e-05,0.0019111764973092067,8.0,12.0,25.0,-0.006948289855951894,-0.0033885397093788685,0.9571563848311385,27.0,0.0,7.573936482071048e-05,0.00035967053919395964,0.00186281725170101,0.9731891736785881,-1.1345669235306588,0.8389328439370196,1.4649489382424785,0.03077165866675366,0.0,0.0594733183915066
luh,luh_P018_1_S01_C06,100,2.935897061389203,109.0,0,0,2.523551918094802,-0.4227675780783291,0.8565099343002527,-0.003995145275492912,0.013334888112492529,0.4227675780783291,0.006948289855952083,0.0015509989272028035,0.3922334440586949,0.6358486881085974,2.890733177325515,-0.004313954878350297,2.941523563051233,-0.00605586249158558,2.0203109961692885e-05,0.0014855429695122312,8.0,12.0,25.0,-0.006948289855952018,-0.003388539709378911,0.969998156808202,28.0,0.0,3.669845511930875e-05,0.00025320689620955493,0.00186281725170101,0.9775086427980361,-0.8119318980123782,0.8048922742095808,1.7430677652885616,0.012195273093818243,0.0,0.08471349273447215
luh,luh_P018_2_S02_C06,50,2.934107237041611,107.0,0,0,2.6874001862184285,-0.257125277879517,0.9126768367213671,-0.00544188112710566,0.006074818835288148,0.257125277879517,0.006945484704223404,0.0017437758550447524,0.38558188857061704,0.5097398955015305,2.88896158646416,-0.005356776622489938,2.968482422200058,-0.008897028911099503,6.644514969218838e-05,0.0019538671532280086,8.0,12.0,25.0,-0.006945484704223182,-0.003401683827627652,0.9567184318349331,28.0,0.0,7.540001865096463e-05,0.00035791484947347846,0.001838169514690513,0.97497788837828,-1.1640610801368194,0.8410184996576601,1.4507426756005173,0.031010236742560322,0.0,0.06250936233800886
luh,luh_P018_2_S02_C06,100,2.934107237041611,107.0,0,0,2.5173159948370443,-0.4272094692609012,0.854913983774368,-0.004047844463327065,0.013700647128086003,0.4272094692609012,0.006945484704223404,0.0015635050276439643,0.40168069420081776,0.6250933727096961,2.88896158646416,-0.004359280298580625,2.941127657417044,-0.006200621647324418,2.1105658666640695e-05,0.0015080871844148195,8.0,12.0,25.0,-0.006945484704223211,-0.0034016838276278117,0.9710027569335278,29.0,0.0,3.653402965562204e-05,0.0002519731654246962,0.001838169514690513,0.9766779477144049,-0.8155876194717022,0.8064255392497363,1.7370649472751318,0.01227009259181436,0.0,0.0868898441015653
